Customer Name,State,Product,Units Sold,Unit Price,Total Sale,Sale Date,Sales Channel,Order ID,price_per_unit,total_value,revenue_category,year,month,day
Felicia Aguilar,Enugu,Laptop,47.0,155703.69921212122,7318073.862969697,2025-06-27,Direct,4350ab06-1059-4a28-861b-4f5b45a08539,155703.69921212122,7318073.862969697,High,2025,6,27
Gregory Ponce,Osun,Camera,37.0,18604.81,688377.97,2024-06-18,Online,a0a5fde6-939f-41a2-b99c-ea5cb65ad0f1,18604.81,688377.9700000001,High,2024,6,18
Jenna Larson,Niger,Monitor,33.0,191499.71,6319490.43,2024-12-01,Online,,191499.71,6319490.43,High,2024,12,1
Emily Bennett,Kano,Charger,47.0,280204.16,13169595.52,2024-01-26,Online,82c299f0-7487-4772-bf03-86fa13badc91,280204.16,13169595.52,High,2024,1,26
Robin Santiago,Sokoto,TABLET,36.0,273869.06,9859286.16,2025-02-10,Retail,dbff00b0-7fe6-40f3-8e31-41ec5c311464,273869.06,9859286.16,High,2025,2,10
Nancy Jennings,Katsina,Tablet,47.0,197955.66,9303916.02,2024-07-17,Direct,28457780-5e20-4957-aab8-bd33911f730b,197955.66,9303916.02,High,2024,7,17
Maria Henderson,Sokoto,Phone,47.0,5211.66,244948.02,2023-12-24,Online,e4eec67c-1a57-49e4-85f8-e2f8414f4994,5211.66,244948.02,High,2023,12,24
Jack White,Rivers,Monitor,47.0,159897.64,7515189.080000001,2023-12-14,Retail,1d8680cb-b908-40f3-ac93-281a92ebeab0,159897.64,7515189.080000001,High,2023,12,14
,borno,Tablet,83.0,123695.88,10266758.04,2025-04-14,,00a85473-8242-4912-bda3-c1623a78b64a,123695.88,10266758.040000001,High,2025,4,14
Travis Tucker,Bauchi,Phone,47.0,5509.48,258945.55999999997,2024-09-01,Retail,03254fbd-dce8-41c5-9bd3-0aec0b461173,5509.48,258945.55999999997,High,2024,9,1
Chad Jones,Borno,Phone,20.0,155703.69921212122,3114073.9842424244,2024-02-06,,5d2d904f-78c5-4073-8bc5-72073e9aec86,155703.69921212122,3114073.9842424244,High,2024,2,6
Ashley Wise,Niger,Keyboard,47.0,216796.72,10189445.84,2025-07-04,Direct,2dd0622e-266b-42ea-ab93-f78c620af158,216796.72,10189445.84,High,2025,7,4
Sophia Johnson,Sokoto,TABLET,47.0,160953.56,7564817.32,2024-09-19,Online,090d9655-db84-4660-b5d8-fb91ee6081ac,160953.56,7564817.32,High,2024,9,19
Ralph Anderson,Benue,Camera,47.0,86363.22,4059071.34,2025-01-01,Online,b6ca1127-e9f8-4970-8d98-f9e28d888beb,86363.22,4059071.34,High,2025,1,1
Christopher Guerra,Borno,Charger,6.0,150913.7,905482.2,2024-02-06,Wholesale,3979d5f5-6b5b-4975-a7dc-2bc0bd9c4693,150913.7,905482.2000000001,High,2024,2,6
Rhonda Martin,Imo,Camera,11.0,209508.79,2304596.69,2023-10-25,Online,ea75752d-6a8f-4acb-bf8e-2d0d52619dec,209508.79,2304596.69,High,2023,10,25
Jason Rhodes,Oyo,Camera,47.0,129456.68,6084463.96,2023-10-03,Direct,,129456.68,6084463.96,High,2023,10,3
Jeremy Mitchell,enugu,Tablet,47.0,281943.72,13251354.839999998,2024-10-31,Retail,d3748a11-4571-4959-91e7-44e4b864ca08,281943.72,13251354.839999998,High,2024,10,31
Joann Ferguson,Niger,Headphones,47.0,54190.42,2546949.7399999998,2025-02-05,Direct,1e910f36-5f70-4b25-9250-2e5913f06822,54190.42,2546949.7399999998,High,2025,2,5
Robert Harrison,Benue,Laptop,47.0,275455.63,12946414.61,2024-10-08,Online,0d7bec04-e6e5-4b32-ac5f-12ef8085c147,275455.63,12946414.61,High,2024,10,8
Holly Valentine,Kaduna,PHONE,82.0,155703.69921212122,12767703.335393941,2024-01-12,Retail,8409c5ea-cde9-48b3-b922-a7e42de982f8,155703.69921212122,12767703.335393941,High,2024,1,12
,Katsina,Tablet,47.0,157553.43,7405011.21,2024-01-15,Direct,66a302d6-f43e-4c48-8bc1-f9e5fb3df063,157553.43,7405011.21,High,2024,1,15
Mrs. Diane Reyes,Plateau,Keyboard,47.0,72670.17,3415497.9899999998,2023-08-19,Online,ddb449dc-7710-4966-a082-7f7611a529b4,72670.17,3415497.9899999998,High,2023,8,19
Tracy Montoya,Borno,Phone,47.0,186124.36,8747844.92,2024-12-12,Online,4f89e3b2-d847-4c53-8605-e58a48454343,186124.36,8747844.92,High,2024,12,12
Brenda Wright,Benue,Charger,62.0,76099.25,4718153.5,2025-06-13,Online,74ed5145-8d97-45c7-961d-5c8753c9fe59,76099.25,4718153.5,High,2025,6,13
Shelly Spencer,Imo,Headphones,47.0,106655.11,5012790.17,2024-08-26,Wholesale,4aa5f9d3-335f-4f59-9e71-7fca020a4497,106655.11,5012790.17,High,2024,8,26
Ryan Rosales,lagos,Laptop,47.0,238583.43,11213421.209999999,2024-01-02,Wholesale,bd54da04-4dcd-4009-88d5-77179055a36f,238583.43,11213421.209999999,High,2024,1,2
Phillip Nelson,Borno,Tablet,47.0,24166.26,1135814.22,2024-11-17,Wholesale,5e472e22-76c3-4642-be19-fc1d9f6a6a65,24166.26,1135814.22,High,2024,11,17
Brittany Kim,Borno,CHARGER,8.0,287809.69,2302477.52,2024-01-07,Retail,ff6ef9ed-7e4c-429f-b8cb-ab4c97790e84,287809.69,2302477.52,High,2024,1,7
Courtney Hayes,Enugu,Monitor,47.0,137969.82,6484581.54,2023-08-20,Direct,bb82b796-3207-443e-86a0-7656c5c9fb91,137969.82,6484581.54,High,2023,8,20
Alexander Brown,Niger,Headphones,47.0,155703.69921212122,7318073.862969697,2023-09-26,Retail,,155703.69921212122,7318073.862969697,High,2023,9,26
Cynthia Vang,Plateau,Camera,47.0,73340.76,3447015.7199999997,2024-05-27,Retail,cbc4ec0e-c2ae-4674-8beb-4e78e68373a3,73340.76,3447015.7199999997,High,2024,5,27
Alfred Galvan,Katsina,Headphones,78.0,209322.28,16327137.84,2024-03-23,Online,eeb19ad2-01a1-4b0f-a68b-84b63ec0a285,209322.28,16327137.84,High,2024,3,23
Marie Moody,Sokoto,Charger,47.0,90342.4,4246092.8,2025-01-18,,8aa2b4c9-3ba5-4d76-861e-fb9568f82063,90342.4,4246092.8,High,2025,1,18
,Ekiti,Tablet,47.0,248504.59,11679715.73,2024-07-11,,b186a5a8-d6ee-426b-a2cd-159058af393c,248504.59,11679715.73,High,2024,7,11
Dustin Gallegos,ekiti,Headphones,47.0,24644.77,1158304.19,2023-09-27,Online,55c3b2db-f374-490d-8274-ce40e09016b6,24644.77,1158304.19,High,2023,9,27
Brenda Thornton,Ekiti,TABLET,47.0,297506.57,13982808.790000001,2024-12-21,,60538c1b-a845-40a1-8249-2e5e005fd0e6,297506.57,13982808.790000001,High,2024,12,21
Aaron Miller,Enugu,Keyboard,47.0,195143.39,9171739.33,2025-02-28,Retail,4eb9047d-ba2a-43d9-bcf2-fc3bd95874c2,195143.39,9171739.33,High,2025,2,28
Ruben Dunn,Bauchi,Tablet,47.0,9989.51,469506.97000000003,2023-10-25,Direct,fbad793f-87a1-4c02-b487-9e411a9c672a,9989.51,469506.97000000003,High,2023,10,25
Kelsey Rodriguez,Cross River,Charger,47.0,121880.85,5728399.95,2023-07-15,Wholesale,f610396b-7df5-4abf-ab79-0d013cf88d20,121880.85,5728399.95,High,2023,7,15
Eric Williams,Kaduna,Laptop,47.0,155703.69921212122,7318073.862969697,2024-09-10,Retail,247296a4-ff38-4918-b8f9-a45d0f554896,155703.69921212122,7318073.862969697,High,2024,9,10
Riley Bryant,Kano,Keyboard,58.0,113462.29,6580812.82,2025-07-01,Retail,0b3d0c36-17d0-4810-87a2-a10bb62edb49,113462.29,6580812.819999999,High,2025,7,1
Taylor Carlson,Borno,Laptop,19.0,143063.53,2718207.07,2023-11-10,Direct,d872f72e-e5b4-41ae-bb41-c943ebd8a3b1,143063.53,2718207.07,High,2023,11,10
Jose Allen,Bauchi,Headphones,47.0,191206.05,8986684.35,2024-05-22,,e5449887-b36a-43ed-a9be-173a850ef0ad,191206.05,8986684.35,High,2024,5,22
Jeffrey Mendez,katsina,CAMERA,47.0,211002.12,9917099.64,2024-11-29,Direct,,211002.12,9917099.64,High,2024,11,29
Jason Beck,Sokoto,Monitor,54.0,25264.49,1364282.46,2025-07-06,Retail,bf7655d7-f97c-4c3c-b55d-814b5f5ba255,25264.49,1364282.4600000002,High,2025,7,6
William Jones,Kano,Charger,47.0,253676.27,11922784.69,2025-05-25,Online,8163b6ce-1877-4c06-94ad-625215bc2a3e,253676.27,11922784.69,High,2025,5,25
,Delta,Laptop,47.0,193649.72,9101536.84,2025-05-23,Online,64f434d6-d1e9-4691-a320-9116222df6a4,193649.72,9101536.84,High,2025,5,23
Katie Mcneil,Borno,Monitor,41.0,99715.55,4088337.55,2024-07-14,Retail,0ff1c51f-915c-431b-9786-7b1213281726,99715.55,4088337.5500000003,High,2024,7,14
Jeanette Harrison,Delta,Phone,98.0,293210.1,28734589.8,2024-07-15,Online,21761930-f6d7-4248-a995-ecc36f5b09a6,293210.1,28734589.799999997,High,2024,7,15
Veronica King,Enugu,Tablet,47.0,155703.69921212122,7318073.862969697,2024-11-27,,d9d57b02-42d0-4d55-8aab-47b23c9d128a,155703.69921212122,7318073.862969697,High,2024,11,27
Richard Cooper,Oyo,Laptop,47.0,292165.0,13731755.0,2023-12-12,Direct,64988bde-cd02-44db-ad11-15d750a46c85,292165.0,13731755.0,High,2023,12,12
Lori Ingram,Lagos,KEYBOARD,47.0,268489.97,12619028.589999998,2025-02-17,Wholesale,53853918-bc40-45fa-94f7-6322b362c0d2,268489.97,12619028.589999998,High,2025,2,17
Evelyn Williams,abuja,Charger,3.0,275786.09,827358.27,2024-02-19,Direct,3bcdf203-459e-4674-b3e7-f042516c3b0a,275786.09,827358.27,High,2024,2,19
Robin Thompson,Delta,Tablet,47.0,69315.07,3257808.2900000005,2024-03-16,Wholesale,22d839d3-33e4-4986-b18c-ccdc131eb723,69315.07,3257808.2900000005,High,2024,3,16
Julie Dominguez,Cross River,Monitor,59.0,270431.25,15955443.75,2024-02-17,Retail,1be5a4c3-95af-4d0c-8528-5425c7a9f33c,270431.25,15955443.75,High,2024,2,17
Robin Brown,Katsina,Charger,47.0,207840.17,9768487.99,2024-11-23,Retail,7316ce64-2a14-4a96-9b0c-62eb27c8fc6c,207840.17,9768487.99,High,2024,11,23
Judith Carter,Kano,Laptop,46.0,170251.85,7831585.1,2023-08-25,Wholesale,1ee89a4c-6811-44e2-9064-7c59774f6354,170251.85,7831585.100000001,High,2023,8,25
Curtis Williams,Ekiti,Camera,47.0,81692.97,3839569.59,2025-06-15,Online,,81692.97,3839569.59,High,2025,6,15
Kaylee Hays,Niger,Keyboard,47.0,277285.7,13032427.9,2025-02-27,Retail,c534ca08-f6f2-4d1c-9bb8-b9c8893259f3,277285.7,13032427.9,High,2025,2,27
,Plateau,PHONE,47.0,155703.69921212122,7318073.862969697,2023-09-18,,769de1e3-4eed-4124-b3b0-d6763527a5c8,155703.69921212122,7318073.862969697,High,2023,9,18
Dawn Mullins,Enugu,Charger,47.0,205486.41,9657861.27,2024-11-28,,1725d2c7-1eb2-47b8-9a3c-45ca43d78f2b,205486.41,9657861.27,High,2024,11,28
Howard Norman,benue,Camera,69.0,84471.72,5828548.68,2024-09-28,,4de1087b-afa1-4a55-8ebe-abaa28597b34,84471.72,5828548.68,High,2024,9,28
Evelyn Martinez,Cross River,Laptop,47.0,163137.69,7667471.43,2024-01-07,,9a72083c-b266-486c-b467-88bdd38e13e4,163137.69,7667471.43,High,2024,1,7
Steve Paul,Benue,Keyboard,47.0,197603.72,9287374.84,2024-08-29,Wholesale,db4862c2-d5ff-4a1f-b70b-9a290a530df9,197603.72,9287374.84,High,2024,8,29
Jasmine Beltran,Delta,Tablet,47.0,54216.67,2548183.4899999998,2025-02-03,Online,b60e695c-1759-4a96-a5f8-8c7453ea4919,54216.67,2548183.4899999998,High,2025,2,3
Jonathan Glass MD,Oyo,Monitor,47.0,255203.07,11994544.290000001,2025-01-22,Wholesale,657046ea-5b11-451f-b7e9-101d3f8b4433,255203.07,11994544.290000001,High,2025,1,22
Monica Miller,Lagos,Laptop,47.0,5189.6,243911.2,2025-05-01,Retail,4c80d33a-ad5b-43c8-8c88-0714837217e0,5189.6,243911.2,High,2025,5,1
Samantha Gardner,Rivers,HEADPHONES,52.0,62543.86,3252280.72,2025-07-07,,2c82989f-fd9c-4bb0-91f1-6485429a4a7c,62543.86,3252280.72,High,2025,7,7
Bobby Guerrero,Niger,Phone,47.0,43685.37,2053212.3900000001,2023-08-08,,dac726b6-6786-4fb3-b3bc-9a7107f4fee5,43685.37,2053212.3900000001,High,2023,8,8
Lance Simmons,Delta,Phone,47.0,155703.69921212122,7318073.862969697,2025-06-19,,8cd4b90a-bf82-41bc-8e52-fc4273c374a6,155703.69921212122,7318073.862969697,High,2025,6,19
Heather Williams,kaduna,Tablet,47.0,246296.88,11575953.36,2025-06-25,Retail,1a16998c-7648-476e-983f-ea703ff6579e,246296.88,11575953.36,High,2025,6,25
Heather Bolton,Bauchi,Keyboard,47.0,246360.27,11578932.69,2023-11-23,Direct,,246360.27,11578932.69,High,2023,11,23
,Ekiti,Laptop,47.0,278698.04,13098807.879999999,2024-05-30,Wholesale,1f178f93-23c9-4a1e-8b37-1d97cdcc2d6a,278698.04,13098807.879999999,High,2024,5,30
William Gould,Abuja,Laptop,47.0,90133.43,4236271.21,2025-05-26,Online,c7ecfe71-d493-47fc-8fc9-8d2e030f9be9,90133.43,4236271.21,High,2025,5,26
Mark Cox,Imo,Camera,47.0,169405.48,7962057.5600000005,2025-04-21,Retail,32b8d8aa-2176-4dd7-b8e7-e019fb8986c8,169405.48,7962057.5600000005,High,2025,4,21
Meghan Cisneros,Delta,HEADPHONES,47.0,170225.43,8000595.21,2023-11-24,Direct,afb06406-5f4b-4a97-a68c-879bd2dc42c8,170225.43,8000595.21,High,2023,11,24
Lawrence Harrington,Rivers,Monitor,16.0,254908.01,4078528.16,2025-07-05,Direct,15839b99-a50a-43dc-b004-e897a15b2e18,254908.01,4078528.16,High,2025,7,5
Austin Osborne,Ekiti,Keyboard,47.0,203271.97,9553782.59,2025-06-24,Online,eadc9960-4242-41e2-960b-e0f495132c22,203271.97,9553782.59,High,2025,6,24
James Bradley,Oyo,Charger,47.0,162398.45,7632727.15,2023-08-08,Retail,ff45f8a2-0594-424f-9332-5c31d010318a,162398.45,7632727.15,High,2023,8,8
Meghan Rush,ekiti,Monitor,47.0,155703.69921212122,7318073.862969697,2025-04-20,Direct,a55f65b7-e709-4ba6-b29f-c41710813d45,155703.69921212122,7318073.862969697,High,2025,4,20
Phillip Berry,Bauchi,Headphones,97.0,115461.94,11199808.18,2024-05-14,,178be968-20f8-4ba2-8f2e-32967184b713,115461.94,11199808.18,High,2024,5,14
Jennifer Banks,Imo,Monitor,47.0,222053.68,10436522.959999999,2025-03-14,Online,cf133b65-d450-4fa2-98e7-0aebe7b33085,222053.68,10436522.959999999,High,2025,3,14
Brian Fitzgerald,Katsina,Laptop,47.0,237254.18,11150946.459999999,2024-07-29,,f1394e3c-0aee-4557-9f5d-f91254e07431,237254.18,11150946.459999999,High,2024,7,29
Mr. Justin Green III,Sokoto,KEYBOARD,65.0,206948.51,13451653.15,2023-12-02,Online,ec93e596-2b01-4723-8cf6-97a57603c36c,206948.51,13451653.15,High,2023,12,2
Zachary Mitchell,Ekiti,Monitor,6.0,23989.09,143934.54,2025-07-07,Wholesale,b9744cde-d259-4960-aee3-560792ea1324,23989.09,143934.54,Medium,2025,7,7
,Katsina,Tablet,47.0,223764.24,10516919.28,2025-02-11,Wholesale,,223764.24,10516919.28,High,2025,2,11
Katherine Martinez,Bauchi,Phone,47.0,104084.92,4891991.24,2025-05-18,Retail,61fa8e7a-078c-46ce-bf02-23bc651ea252,104084.92,4891991.24,High,2025,5,18
Jodi Roach,Niger,Charger,47.0,29756.89,1398573.83,2025-06-29,Direct,5a9c0679-2c3d-47e2-ad39-da75aee70ab2,29756.89,1398573.83,High,2025,6,29
Brandon Fleming,imo,Camera,47.0,70027.13,3291275.1100000003,2024-02-20,,46653497-2fe9-42aa-a886-a01136f7a26c,70027.13,3291275.1100000003,High,2024,2,20
